Unnamed: 0;Complainant;Against;Date;Decision;ComplaintType;ReportName;Locations;PrimaryKey;Complaint
472;Shri Hariom Singh;Editor;October 9, 2017;Disposed of with caution;Press and Defamation;AnnualReport2018;Rajasthan, Jodhpur;412;Complaint of Shri Hariom Singh, GulabSagar, Peepli Chowk, Jodhpur, Rajasthan, against the Editor, Dainik Jaltedeep, Jodhpur, Rajasthan.
474;Mr. Joseph Emmanuel;editor;October 9, 2017;Sub-judice;Press and Defamation;AnnualReport2018;Delhi;413;Complaint of Mr. Joseph Emmanuel, Regional Director, CBSE present Secretary, CBSE, Panchkula through Shri Rituraj Biswas, Advocate against the editor, Union Territory Independent, New Delhi.
475;Shri Rituraj Biswas;editor;October 9, 2017;Sub-judice;Press and Defamation;AnnualReport2018;Delhi;413;Complaint of Mr. Joseph Emmanuel, Regional Director, CBSE present Secretary, CBSE, Panchkula through Shri Rituraj Biswas, Advocate against the editor, Union Territory Independent, New Delhi.
477;Shri N.L. Chawla;Editor;October 9, 2017;Disposed of with cautioned & observation;Press and Defamation;AnnualReport2018;Delhi;415;Complaint of Shri N.L. Chawla and Y.V.V.J. Rajasekhar, New Delhi against the Editor, Indraprastha News Reporter
479;Y.V.V.J. Rajasekhar;Editor;October 9, 2017;Disposed of with cautioned & observation;Press and Defamation;AnnualReport2018;Delhi;415;Complaint of Shri N.L. Chawla and Y.V.V.J. Rajasekhar, New Delhi against the Editor, Indraprastha News Reporter
481;Shri Sudeep Chatterjee;editor;October 9, 2017;Disposed of with observation;Press and Defamation;AnnualReport2018;Delhi;416;Complaint of Shri Sudeep Chatterjee, Advocate, New Delhi against the editor, Mid-Day
504;Shri Abdul Hameed;Editor;June 10th, 2016;Disposed off with direction;Principles and Publication;AnnualReport2017;U.P;437;Complaint of Shri Abdul Hameed, S.P., Barabanki, U.P. against Editor, Hindustan, lucknow
511;Jonathan Samuel Soloman;Editor;June 10th, 2016;Disposed off with direction;Principles and Publication;AnnualReport2017;;442;Complaint of Mr. Abhram Samson Mhedekar Mr. Jonathan Samuel Soloman, Mumbai against Editor, Mumbai Mirror, Mumbai
510;Mr. Abhram Samson Mhedekar;Editor;June 10th, 2016;Disposed off with direction;Principles and Publication;AnnualReport2017;;442;Complaint of Mr. Abhram Samson Mhedekar Mr. Jonathan Samuel Soloman, Mumbai against Editor, Mumbai Mirror, Mumbai
515;Ms. Madhuri U. Kakde;Dainik;June 10th, 2016;Disposed off;Principles and Publication;AnnualReport2017;Maharashtra;445;Complaint of Sh. Babusaheb Narsingrao Patil, Omanabad trough Ms. Madhuri U. Kakde, advocate, Bombay Bench, Aurangabad High Court against the editor Dainik Maharashtra Times
514;Sh. Babusaheb Narsingrao Patil;Dainik;June 10th, 2016;Disposed off;Principles and Publication;AnnualReport2017;Maharashtra;445;Complaint of Sh. Babusaheb Narsingrao Patil, Omanabad trough Ms. Madhuri U. Kakde, advocate, Bombay Bench, Aurangabad High Court against the editor Dainik Maharashtra Times
520;Shri Gopal Arya;The Hindu;September 9th, 2016;Settled;Principles and Publication;AnnualReport2017;Delhi;449;Complaint of Shri Pashupati Nath Gupt, District President, Akhil Bhartiya Udyog Vyapar Mandal, Complaint of Shri Gopal Arya, Rashtirya Swayamsevak Sangh, New Delhi against The Hindu
519;Shri Pashupati Nath Gupt;The Hindu;September 9th, 2016;Settled;Principles and Publication;AnnualReport2017;Delhi;449;Complaint of Shri Pashupati Nath Gupt, District President, Akhil Bhartiya Udyog Vyapar Mandal, Complaint of Shri Gopal Arya, Rashtirya Swayamsevak Sangh, New Delhi against The Hindu
521;Shri Himanshu Tiwari;lucknow;September 9th, 2016;Dismissed;Principles and Publication;AnnualReport2017;;450;Complaint of Shri Himanshu Tiwari, Advocate, lucknow against Editor, Pardafas Today, lucknow.
545;S/Shri Ved Prakash;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;475;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
546;Sunny Kumar;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;475;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
547;Vicky Kumar;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;475;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
548;S/Shri Ved Prakash;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;476;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
549;Sunny Kumar;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;476;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
550;Vicky Kumar;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;476;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
551;S/Shri Ved Prakash;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;477;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
552;Sunny Kumar;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;477;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
553;Vicky Kumar;Editor;November 17th, 2016;Disposed of being sub-judice;Principles and Publication;AnnualReport2017;Delhi;477;Complaint of S/Shri Ved Prakash, Sunny Kumar and Vicky Kumar, Delhi against the Editor, Public Ki Shatabdi, Delhi
564;Darshan Singh;Editor;March 3, 2017;Dismissed on merit;Principles and Publication;AnnualReport2017;Punjab;488;Complaint of S/Shri Rajinder Singh and Darshan Singh, Punjab against the Editor, Daily Ajit, Punjab
563;S/Shri Rajinder Singh;Editor;March 3, 2017;Dismissed on merit;Principles and Publication;AnnualReport2017;Punjab;488;Complaint of S/Shri Rajinder Singh and Darshan Singh, Punjab against the Editor, Daily Ajit, Punjab
569;Ms. Nidhi Yadav;editor;June 10th, 2016;Disposed off;Press and Defamation;AnnualReport2017;;493;Complaint of Ms. Nidhi Yadav, HaridwarRoorkee, Development Authority, Haridwar against the editor, Mid Day
580;Shri Arvind Jain;Editor;June 10th, 2016;Dismissed being deviod of merit;Press and Defamation;AnnualReport2017;M.P;504;Complaint of Shri Arvind Jain, Mantri and Shri Jai Kumar Jain Dayoday Gaushala, Chhattarpur, M.P. against the Editor, Hum Paanch
582;Shri Jai Kumar Jain;Editor;June 10th, 2016;Dismissed being deviod of merit;Press and Defamation;AnnualReport2017;M.P;504;Complaint of Shri Arvind Jain, Mantri and Shri Jai Kumar Jain Dayoday Gaushala, Chhattarpur, M.P. against the Editor, Hum Paanch
584;Shri Amar Singh;DainikSwarnim;June 10th, 2016;Dismissed;Press and Defamation;AnnualReport2017;M.P;505;Complaint of Shri Amar Singh, Neemauch, M.P. against DainikSwarnim Hindustan
599;Shri Manoj Kumar Kanwasra;Editor;June 10th, 2016 June 10th, 2016;Dismissed being devoid of merits;Press and Defamation;AnnualReport2017;Chandigarh, Haryana;519;Complaint of Shri Manoj Kumar Kanwasra, Hissar, Haryana against the Editor, DainikBhaskar, Chandigarh
602;Shri Vasudev Vyas;Editor;June 10th, 2016;Dismissed being withdrawn;Press and Defamation;AnnualReport2017;;521;Complaint of Shri Vasudev Vyas, Jodhpur (Raj.) against the Editor, ‘DainikBhaskar’, Jodhpur (Raj.)
604;Shri ChandrashekhjarSahu;Editor;June 10th, 2016;Dismissed;Press and Defamation;AnnualReport2017;M.P, Raipur;522;Complaint of Shri ChandrashekhjarSahu, Agriculture Minister, Raipur against the Editor, Patrika , (M.P.)
606;Shri PukhrajBothra;Editor;June 10th, 2016;Dismissed;Press and Defamation;AnnualReport2017;Chhattisgarh;523;Complaint of Shri PukhrajBothra, Bastar& Shri Santosh Bafna, MlA, Jagdalpur, Chhattisgarh against the Editor, Chhattisgarh Post, District Bastar, Chhattisgarh
607;Shri Santosh Bafna;Editor;June 10th, 2016;Dismissed;Press and Defamation;AnnualReport2017;Chhattisgarh;523;Complaint of Shri PukhrajBothra, Bastar& Shri Santosh Bafna, MlA, Jagdalpur, Chhattisgarh against the Editor, Chhattisgarh Post, District Bastar, Chhattisgarh
623;All India President;Manavta Bharat;June 10th 2016;Dismissed;Press and Defamation;AnnualReport2017;;538;Complaint of Shri Mohan Krishnan, All India President, Anti Corruption & Crime Prevention Council, Mumbai against Editor, Manavta Bharat
622;Shri Mohan Krishnan;Manavta Bharat;June 10th 2016;Dismissed;Press and Defamation;AnnualReport2017;;538;Complaint of Shri Mohan Krishnan, All India President, Anti Corruption & Crime Prevention Council, Mumbai against Editor, Manavta Bharat
630;Shri liyakat Sharafat Qureshi;Editor;June 10th, 2016;Dismissed;Press and Defamation;AnnualReport2017;;545;Complaint of Shri liyakat Sharafat Qureshi, Thane against Editor, DabangKhabrein.
633;M/s India Technomac Co. ltd.;Editor;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;H.P, India;547;Complaint of M/s India Technomac Co. ltd., District Simrour (H.P.) against the Editor, Him Himwanti (H.P.)
638;Mohd. Nasir Kamal;Editor;September 9th, 2016;Dismissed - lack of substance;Press and Defamation;AnnualReport2017;;550;Complaint of Mohd. Nasir Kamal, Hony. Convenor, District Football Sangh, Moradabad against Editor, Dainik Jagran
653;Shri Anup Shukla;Editor;M;Dismissed on merit;Press and Defamation;AnnualReport2017;M.P;567;Complaint of Shri Anup Shukla, Advocate, Satna, M.P. against the Editor, Patrika, M.P.
655;Shri Anup Shukla;DainikBhaskar;;Dismissed on merit;Press and Defamation;AnnualReport2017;M.P;568;Complaint of Shri Anup Shukla, Advocate, Satna, M.P. against Editor, DainikBhaskar, M.P.
675;Shri Naveen K. litoria;Editor;September 9th, 2016;Censure;Press and Defamation;AnnualReport2017;;588;Complaint of Shri Naveen K. litoria, Divisional Secretary, West Central Railway, Jabalpur against Editor, Railwarta
682;Shri Ravi Shankar;Editor;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;;594;Complaint of Shri Ravi Shankar, Executive Magistrate, Gumla against the Editor, Hindustan, Ranchi
686;Shri Babu Singh Kushwaha;Editor;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;;598;Complaint of Shri Babu Singh Kushwaha, lucknow against the Editor, Amar Ujala, Noida
692;Shri Madan lal;Kesari;September 9th;Dismissed;Press and Defamation;AnnualReport2017;Punjab;600;Complaint of Shri Madan lal, Sangrur Punjab against Editor, Sangrur Barnala Kesari
691;Shri Madan lal;Sangrur Barnala;September 9th;Dismissed;Press and Defamation;AnnualReport2017;Punjab;600;Complaint of Shri Madan lal, Sangrur Punjab against Editor, Sangrur Barnala Kesari
694;Shri Madan lal;Kesari;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;Punjab;601;Complaint of Shri Madan lal, Sangrur M (Punjab) against Editor, Sangrur Barnala Kesari
693;Shri Madan lal;Sangrur Barnala;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;Punjab;601;Complaint of Shri Madan lal, Sangrur M (Punjab) against Editor, Sangrur Barnala Kesari
695;Shri Gurnam Singh;Dainik Bhaskar;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;;602;Complaint of Shri Gurnam Singh, PPS, Deputy Superintendent of Police, Sub Division, GRP Jalandhar against Editor, Dainik Bhaskar and Reporter Shri Akhand Parasad
696;Shri Gurnam Singh;Shri Akhand Parasad;September 9th, 2016;Dismissed;Press and Defamation;AnnualReport2017;;602;Complaint of Shri Gurnam Singh, PPS, Deputy Superintendent of Police, Sub Division, GRP Jalandhar against Editor, Dainik Bhaskar and Reporter Shri Akhand Parasad
700;Shri Neeraj Saxena;Hindustan Times;November 17th, 2016;Dismissed with direction;Press and Defamation;AnnualReport2017;Delhi;608;Complaint of Shri Neeraj Saxena, Advocate against Hindustan Times, New Delhi
713;Shri K.K. Balaram;Editor;November 17th, 2016;Censured;Press and Defamation;AnnualReport2017;Kannur, Kerala;620;Complaint of Shri K.K. Balaram, Kerala, Kannur against the Editor, Deshabhimani
743;Mahant Gyan Das;Dainik Zimmedar;March 3, 2017;Disposed of with direction;Press and Defamation;AnnualReport2017;Faizabad, U.P;650;Complaint of Mahant Gyan Das, Disciple of late Shri Shayamdas, Akhil Bhartiya Panch Ramanandiya, Faizabad, Hanuman Garhi, Ayodhya, U.P. against the Editor, Dainik Zimmedar
744;Shri Shayamdas;Dainik Zimmedar;March 3, 2017;Disposed of with direction;Press and Defamation;AnnualReport2017;Faizabad, U.P;650;Complaint of Mahant Gyan Das, Disciple of late Shri Shayamdas, Akhil Bhartiya Panch Ramanandiya, Faizabad, Hanuman Garhi, Ayodhya, U.P. against the Editor, Dainik Zimmedar
745;Shri Kamal Sharma;Editor;March 3, 2017;Dismissed being – Sub - Judice;Press and Defamation;AnnualReport2017;UP;651;Complaint of Shri Kamal Sharma, OSD, Tirthankar Mahavir University, Muradabad, UP against the Editor, Parivartanka Daur
753;Smt. Sushila Belle;Editor;March 3, 2017;Disposed of – with observation;Press and Defamation;AnnualReport2017;Bhopal, MP;658;Complaint of Smt. Sushila Belle, Bhopal, MP against the Editor, Haribhumi, Bhopal Edition
757;Smt. Sushila Belle;Editor;March 3, 2017;Disposed of – with observation;Press and Defamation;AnnualReport2017;Bhopal, MP;661;Complaint of Smt. Sushila Belle, Bhopal, MP against the Editor, Agniban, Bhopal Edition
761;Shri Amrendra Kumar;Editor;March 3, 2017;Disposed of with direction;Press and Defamation;AnnualReport2017;;664;Complaint of Shri Amrendra Kumar, Bhagalpur against the Editor, Dainik Jagran and Shri lalan Rai, Journalist
766;Shri Rajeev Kaushik;Editor;March 3, 2017;Censured;Press and Defamation;AnnualReport2017;;667;Complaint of Shri Rajeev Kaushik, Chief Manager, State Bank of Bikaner & Jaipur against the Editor, Burean Times
768;Smt. Javitri Devi;Editor;March 3, 2017;Censured;Press and Defamation;AnnualReport2017;UP, Aligarh;668;Complaint of Smt. Javitri Devi, Counsellor, Malkhan Singh District Hospital, Aligarh, UP against the Editor, Amar Ujala, Aligarh, UP
783;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;682;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Kalptaru Express
785;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Punjab, Rajasthan, India;683;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Punjab Kesari
787;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;684;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Rajasthan Patrika
789;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;685;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Asian Age
791;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;686;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Mail Today
794;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;688;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Dainik Jagran
797;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;690;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Rajasthan Patrika
799;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;691;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Samachar Jagar, Rajasthan
802;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;693;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Bureau Sandesh, Rajasthan
804;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Punjab, Rajasthan, India;694;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Punjab Kesari
807;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;696;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Rashtradoot Rajasthan
810;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;697;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Dainik Naya India
812;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;698;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Mahanagar Mail
815;Shri Rahul Sharma;Dainik Kelo Pravah;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;699;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Dainik Kelo Pravah
814;Shri Rahul Sharma;The Editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;699;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Dainik Kelo Pravah
817;Shri Rahul Sharma;the editor;March 3, 2017;Dismissed;Press and Defamation;AnnualReport2017;Delhi, Rajasthan, India;701;Reference received from Shri Rahul Sharma, U.S. to Election Commission of India regarding legislative Assembly of Delhi and Rajasthan, 2013 against the editor, The Editor, Royal Bulletin
